"","sale","CUSTOMER_CANCEL_REASON_OTHER","BASE_PRICE","BCC5520_AVG","REV7430_AVG","ILN6200A_PCT","OPTIONS_PRICE","BCC5421_AVG","ALL6200A_PCT","ALL6280A_PCT","ILN7430_AVG"
"380915347",0,0,669,4650,78.57,100,0,4250,27,13,100
"440324342",0,0,356,NA,NA,NA,132,NA,NA,NA,NA
"384291499",0,0,669,14427.24,90.91,94,0,15823.53,71,76,97.94
"409330253",0,0,669,9476.62,82.5,65,0,9569.23,52,56,82.59
"413761535",1,1,586,7160.14,69.56,43,160,6471.43,22,56,72.43
"440190980",0,0,639,4861.29,82.2,62,0,5967.86,33,43,73.77
"380828121",0,0,356,16498.6,99.33,92,156,12358.51,77,92,85.63
"440128663",0,0,639,5577,68.14,50,0,4816.67,25,25,69.5
"388970578",0,0,356,3557.67,72.35,45,168,3616.67,22,32,76.75
"440292617",0,0,669,9773.88,84.86,77,0,9214.71,67,77,77.73
"382020370",1,0,356,2331.33,83.45,44,144,1675,15,18,75.89
"392168823",0,0,639,2100,59.63,25,0,2100,20,23,49.13
"382000685",0,0,356,6134,96.11,79,132,6653.57,53,78,94.36
"380933711",1,0,0,9033.89,87.42,67,299,8555.56,58,55,83.44
"388891450",0,0,356,19487.27,97.5,67,156,18527.27,83,91,91.67
"418469655",0,0,495,2753.57,62.5,55,NA,1800,23,36,71.27
"418353791",0,0,356,4556.06,86.85,64,156,3004.63,43,59,62.05
"391988521",0,0,356,2150,58.82,57,120,2600,15,20,68.57
"400535509",0,0,315,NA,NA,NA,262,NA,NA,NA,NA
"384299655",0,0,449,9207.5,80.78,75,160,11840,0,40,81.25
"440258544",0,0,594,1050,45.64,40,0,400,5,0,65.1
"382034349",0,0,356,9205.67,93.5,80,144,4333.5,58,60,79.9
"384110372",0,0,356,NA,NA,NA,168,NA,NA,NA,NA
"438607597",0,0,514,7131.04,85.76,71,0,7278.92,27,53,87.43
"396081255",0,0,356,NA,NA,NA,144,NA,NA,NA,NA
"392086503",0,0,356,3561.67,88.5,100,0,4500,10,11,100
"409323709",0,0,619,9754.89,95.58,89,0,7100,29,47,65.44
"438020917",0,0,669,NA,NA,NA,0,NA,NA,NA,NA
"444581413",0,0,0,6572.78,87.48,63,455,6416.05,50,64,66.05
"438609524",0,0,0,4604.33,71.22,58,299,4600,13,16,60.42
"444578125",0,1,514,15506.78,88.24,74,0,12236.84,54,68,85.63
"395953998",0,0,594,10354.2,69.72,53,0,13316.67,24,26,71.21
"396064836",0,0,569,10650.88,89.07,83,0,9323.5,42,62,94.08
"400733577",0,0,0,6656.56,69.59,33,564,6144.44,25,41,62.57
"396174950",0,0,540,7119.67,93,93,NA,6450,52,80,88.07
"407552598",0,0,669,5822.75,81.44,56,0,5825,31,50,74.11
"407292464",0,0,594,6567.67,80.07,62,0,5955.56,27,33,73.23
"380842015",0,0,356,NA,NA,NA,132,NA,NA,NA,NA
"418339196",0,0,449,9321,83.03,71,0,9331.7,40,51,72.79
"392146100",0,0,544,7512.61,81.76,64,0,8405.56,38,48,78.08
"384051248",0,0,569,10943.24,90.67,71,0,9210.08,59,63,69.46
"418318316",0,0,306,11611.77,98.79,95,0,11413.64,63,68,99.15
"444436501",0,0,439,4422.17,82.19,50,0,4042.86,45,40,83
"388974466",0,0,424,3329.55,67.58,46,0,3400,30,40,66.69
"400686789",0,0,356,7722,100,100,168,7600,89,100,100
"440091794",0,0,569,9850.17,83.38,50,0,9278.33,63,100,75
"409467262",0,0,356,NA,NA,NA,180,NA,NA,NA,NA
"437815135",0,0,639,4691.63,67.73,51,0,4672.38,38,44,64.69
"380823451",0,0,356,5982.33,80,58,144,6350,41,65,68.92
"413739675",0,0,669,6522.86,65.71,31,0,7564.29,26,24,60.77
"407324872",0,0,639,430,52.67,17,0,400,13,7,39.92
"440212574",0,1,450,NA,NA,NA,NA,NA,NA,NA,NA
"384089995",0,0,356,12367.25,57.43,38,0,11444.44,14,24,49.38
"407401374",1,0,404,NA,NA,NA,156,NA,NA,NA,NA
"418384675",0,0,356,11047.14,95.93,100,316,8315.43,70,81,100
"418401499",0,0,315,980,42.86,33,0,750,15,11,33.33
"384078666",0,0,356,10201.57,89.63,83,156,8917.71,63,75,93.83
"392004057",0,0,356,5814.41,83.07,59,0,5105.88,39,46,82.77
"392170057",0,0,475,12004.94,90.87,83,NA,10710.13,68,70,86.43
"396181399",0,0,0,5392.78,73.5,73,530,5077.89,33,53,78.87
"438039740",0,0,594,NA,NA,NA,0,NA,NA,NA,NA
"380933170",1,0,0,2932.43,71.75,40,349,3945.88,31,27,59.27
"407497879",0,0,356,6325.6,75.17,71,156,5128.18,46,58,95.5
"438644369",0,0,799,4956.83,77.35,50,0,5266.67,32,44,70.68
"418468173",0,0,688,3100.5,89.54,77,0,2287.63,50,38,85.23
"388935841",0,0,356,13377.13,87.25,64,144,8855.56,57,79,81.09
"444538833",0,0,639,3719.19,79,78,0,3354.94,28,46,77.17
"438672819",0,0,0,12586.1,96.29,80,541,10156.91,61,60,78.93
"380835754",0,0,356,3486.5,66.23,58,108,3500,19,20,65.25
"418336690",1,0,389,7393.92,92.2,86,0,8144.15,67,87,95
"392115147",0,0,356,5619.15,94.92,56,168,5610,25,36,90.33
"413537611",0,0,356,11170.08,92.08,91,156,10833.33,77,92,99.27
"444578534",1,0,658,4190.24,71.35,39,0,3640.52,19,26,63.53
"444568003",0,0,639,5642.67,86.5,20,0,4732,40,23,69.3
"413757442",0,0,439,6100.92,66.58,72,0,5569.23,32,50,75.61
"437971448",0,0,356,NA,NA,NA,180,NA,NA,NA,NA
"413763129",0,0,0,4590.33,55.19,22,580,4191,10,11,68.44
"407505111",0,0,356,5259.12,80.63,74,168,4534.55,48,66,82.4
"407546591",0,0,0,10433.55,90.63,82,630,8255.71,52,73,89.07
"384037524",0,0,429,15791.1,99,100,160,12495.65,89,91,100
"396079295",0,0,356,9883.25,68.87,37,144,6750,27,30,56.89
"382001645",0,1,356,3158.27,71,41,144,3157.69,19,30,69.35
"407321386",0,0,356,NA,NA,NA,132,NA,NA,NA,NA
"438633255",0,0,639,4643.63,84.86,56,0,5681.25,33,38,87.25
"400510600",0,0,569,7706.85,94.5,89,0,8032.5,52,61,88.89
"388843591",0,0,639,7546.57,76,48,0,6585.71,48,39,79.43
"381946028",0,0,569,4468.25,92.33,67,0,3300.11,33,40,87.22
"444290684",0,0,499,4631.2,81,46,0,4752.4,33,63,90.31
"438042243",0,0,469,8000.33,100,33,0,4400.33,56,50,50
"413753524",1,0,0,11032.9,92.2,78,530,8500,55,73,93.67
"413653627",1,0,356,3007.29,74.08,45,144,3950,29,50,64.82
"384296756",0,0,639,NA,NA,NA,40,NA,NA,NA,NA
"413553116",0,0,539,7651.27,80,62,0,3952.27,47,53,86.54
"440238640",0,0,414,9057.5,91.67,100,144,13425,63,75,100
"395980423",0,0,569,NA,NA,NA,0,NA,NA,NA,NA
"388954877",0,0,445,13921.52,98.96,93,0,9689.33,79,87,98.21
"400735259",0,0,639,15891.54,98.79,100,0,14800,79,92,100
"409396348",0,0,669,3820,85.45,80,0,3037.67,61,60,80
"440215524",0,0,564,9997.11,98.84,100,0,8938.89,73,77,78.57
"395925893",0,0,569,5839.2,92.59,61,0,4925,39,33,80.11
"413720813",0,0,356,4449.85,79.35,45,328,5200.5,36,37,66.97
"388871016",1,0,356,7153.67,83.27,88,144,7416.67,55,50,91.63
"396112871",0,0,356,4904.22,73.49,56,168,4263.04,30,31,69.33
"413630351",0,0,356,7894.63,89.69,81,328,7022.12,59,73,88.83
"440162471",0,0,356,9393.81,84.41,63,144,9435.29,45,57,75.53
"440217328",0,0,499,5134.08,96,91,160,3841.67,56,53,97.73
"384304830",0,0,569,500,66.67,100,0,500,10,11,100
"413695746",1,0,0,5303.33,76.17,60,534,5216.67,22,19,73.47
"438619298",0,0,639,9531.24,85.68,79,0,10164.71,57,63,81.57
"400736580",0,0,444,8130,83.94,50,0,6518.64,23,32,62.19
"384303686",1,0,499,5679.57,85.1,81,160,5104.35,44,63,89.56
"392095513",0,0,356,NA,NA,NA,0,NA,NA,NA,NA
"384070317",0,0,424,7329.91,95.88,100,0,8383.33,76,87,100
"438032473",0,0,724,8085.47,85.68,55,0,10386.67,46,56,74.23
"407351567",1,0,625,9072.83,89.63,91,NA,7585.42,63,69,98.18
"395973890",0,0,356,5075.58,74.35,64,144,3966.67,48,56,56.82
"392179822",0,0,0,12033.38,93.59,80,544,11118.57,63,92,74.65
"438022209",0,0,669,8327.83,98.3,50,0,8016.83,60,75,80.83
"440132393",0,0,619,6589.03,86.51,58,0,4979.59,32,51,78.21
"407507502",0,0,356,9587.67,90.72,72,144,8084.21,56,78,75.94
"418463307",0,0,639,6354.17,62.42,42,0,5699.14,14,14,77.42
"407541091",0,0,669,6242.86,86.33,67,0,5985.71,70,78,85.5
"440157624",0,0,514,12342.82,91.44,82,0,10195.45,69,80,83.36
"407538408",0,0,475,4214.08,73.9,76,NA,4038.46,41,48,85.41
"391908039",0,0,514,3333.41,73.59,60,0,2627.56,29,33,75.65
"380871778",0,0,356,23714.5,98.63,100,156,22503,88,88,100
"438599909",1,0,586,NA,NA,NA,0,NA,NA,NA,NA
"388894091",0,0,356,13522.48,90.56,100,108,12796.19,60,76,100
"392065405",0,0,569,8493.27,78.93,90,0,8445.45,38,79,96.7
"407465521",0,0,356,4856.57,90,67,144,2514.29,33,38,87.83
"381948079",0,0,356,5839,65.83,25,144,2608,18,27,37
"418213927",0,0,356,14035.8,93.18,83,156,12580,76,94,96.33
"392179488",1,0,992,2238.4,58.15,38,0,1558.33,14,8,45
"392079524",0,0,356,NA,NA,NA,144,NA,NA,NA,NA
"384194689",0,0,356,1700,89.67,0,280,2600,50,50,73
"438522492",0,0,649,3370,84.22,50,0,4120,44,38,85.5
"395893631",0,0,356,10272.07,90.8,74,144,8635.61,56,68,85.43
"413761630",0,0,580,8621.6,88.6,83,0,6300,70,80,97.67
"407446675",0,0,669,3770.59,64.67,51,0,3197.12,15,14,55.72
"438486031",0,0,619,1500.63,35.2,53,0,1370,5,24,74.18
"400756529",0,0,565,8736.17,85.73,86,NA,9614.29,36,50,92.86
"407430376",0,0,356,2391.67,53.88,13,0,2366.67,0,10,59
"413569726",0,0,499,8079.1,98.08,77,160,5420,69,69,91.92
"444417115",0,0,356,0,50,0,144,0,33,0,0
"418282844",0,0,639,7639.77,78.14,71,0,5490.31,27,60,83.14
"388852877",0,0,356,7845.28,90.36,80,0,8175.26,54,70,82.38
"380937526",1,0,639,3894.89,87,89,0,4355.56,47,50,94.44
"384087436",0,0,356,NA,NA,NA,168,NA,NA,NA,NA
"437866600",0,0,639,5192.6,77.55,60,0,4015.63,30,32,77.6
"384301103",1,0,639,12948.46,95.81,73,0,15709.54,53,81,83.73
"392177529",1,0,639,6630.5,88,56,160,4619.13,18,35,47.19
"440134718",1,0,326,8351.67,85.65,56,0,5533.33,14,35,79.81
"440120093",0,0,356,4140.33,50.33,33,168,4166.67,11,12,49.47
"413761046",0,0,594,11016.58,93.45,92,0,8338.46,63,80,99.48
"400490176",1,0,688,5556.93,68.15,60,0,6037.86,13,24,77
"388952066",0,0,445,11443,98.12,90,0,11046.67,72,89,89.1
"380819414",0,0,544,NA,NA,NA,30,NA,NA,NA,NA
"444466564",0,0,356,5490.64,79.46,53,132,5353.57,17,26,76.42
"392140851",0,0,356,11841.91,97.28,88,132,10152.17,83,83,93.75
"407469499",0,0,356,4665,99,88,132,4665,58,56,81.25
"384303745",0,0,669,NA,NA,NA,30,NA,NA,NA,NA
"400694984",0,0,0,4052.83,84.64,64,409,3616.67,36,46,79.82
"438443349",0,0,677,10671.07,99.25,100,0,11314.93,65,83,100
"396175613",0,0,419,NA,NA,NA,0,NA,NA,NA,NA
"384243676",0,0,356,14807.31,100,100,0,14265.63,100,100,100
"418434739",0,0,389,14293.37,92.5,69,0,11619.15,65,76,89.38
"388822099",0,0,356,11033.81,99,88,144,9500,84,93,94.27
"437798545",1,0,594,8129.71,66.18,44,0,8671.43,26,28,54.63
"392107643",0,0,356,7001.3,79.33,70,132,6780,36,79,85
"388995815",0,0,564,NA,NA,NA,91,NA,NA,NA,NA
"413670974",0,0,356,4308.56,64.68,50,144,2700,21,41,81.21
"440325596",0,0,0,5706.11,78.31,64,551,4933.33,50,67,79.43
"396115102",0,0,356,NA,NA,NA,168,NA,NA,NA,NA
"384080634",0,0,356,6460.17,86.8,79,304,5800,42,53,80.36
"413563048",0,0,639,1211.71,77.47,29,0,1312.63,13,5,45.07
"381865833",0,0,444,10931,89.13,33,0,9250,17,25,51.44
"413671613",0,0,356,2614.29,71.82,50,156,3100,8,23,79.6
"395970313",0,0,669,2416.75,75.56,60,0,1137.5,15,25,76.3
"438512059",0,0,449,7533.76,86.44,86,0,6980.95,48,59,79.55
"413640799",0,0,356,NA,NA,NA,156,NA,NA,NA,NA
"395962093",0,0,356,2823.25,79.35,46,0,2787.5,23,31,65.38
"392087132",0,0,190,NA,NA,NA,80,NA,NA,NA,NA
"384297844",0,0,1164,NA,NA,NA,0,NA,NA,NA,NA
"409403933",0,0,356,8839,59.86,62,168,9360,33,33,72.69
"440191717",1,0,688,9041.26,87.96,73,0,6954.34,69,77,80.17
"440289508",0,0,610,4459.13,90.71,48,NA,3847.06,26,50,70.43
"380847500",0,0,356,4560,79.94,44,0,3640,35,32,65.33
"418338504",0,0,405,13814.78,95.83,100,0,11633.33,85,100,100
"413741154",0,0,0,4879.64,78.6,54,588,3657.14,27,39,69.67
"392169860",0,0,326,9988.18,98.52,86,0,8455.88,86,90,87.5
"409487918",0,0,514,NA,NA,NA,0,NA,NA,NA,NA
"418398070",0,0,356,5427.5,89.11,75,168,3610,22,75,87.5
"437777402",0,0,356,3460,84.77,50,144,3310,53,22,63.25
"438008082",0,0,0,11213.22,93.58,68,594,10758.37,63,66,87.24
"409482851",0,0,639,4154.29,81,43,0,4512.5,29,31,73.79
"437950204",0,0,669,6115.56,73.49,71,0,5191.82,42,55,79
"382083810",0,0,674,10275.45,89.94,81,0,11057.95,64,74,88.9
"438665590",0,0,356,11526.52,93.73,81,132,9858.82,69,80,85.94
"418379608",0,0,356,6206.67,88,67,144,7577.78,45,70,81
"438053472",0,0,405,8182.82,91.35,78,NA,8382.35,68,86,90.85
"413510273",0,0,655,9685.25,86.32,80,NA,7075,29,42,87.8
"384237839",0,0,649,3520.06,81.44,50,0,3397.06,21,32,62.5
"407543614",0,0,639,4926.52,68.27,46,0,4612.36,23,33,63.13
"437914198",0,0,499,3322.14,75.71,44,30,2793.57,33,35,58.33
"400688570",0,0,356,4446.14,81.05,55,168,4903.33,23,36,82.05
"380728298",0,0,356,13337.9,94.44,69,168,11650,60,56,77.88
"400545398",0,0,639,5348.57,79.72,62,0,4335.71,31,39,81.96
"392022115",0,0,356,3073.54,78,64,132,3469.23,19,25,76.93
"444576624",0,0,529,525,61.78,23,0,300,9,10,69.69
"400641565",0,0,589,7117.17,84.6,50,30,5433.33,33,40,68.88
"444423164",0,0,404,4536.87,53.93,45,156,3968.75,23,35,53.64
"440307785",0,0,356,NA,NA,NA,168,NA,NA,NA,NA
"437890857",0,0,799,6830.67,64.88,61,0,5971.83,24,35,60.42
"418356459",0,0,669,6167,68.11,38,0,4166.67,15,25,75
"444293541",0,0,356,NA,NA,NA,80,NA,NA,NA,NA
"392128641",0,0,356,NA,NA,NA,144,NA,NA,NA,NA
"437798320",0,0,356,3457.67,82.71,77,144,4404.17,29,57,90.31
"413575810",0,0,514,8334,100,0,0,13666.67,83,75,50
"384070842",0,0,356,5748.33,81.25,33,132,4667.78,38,42,76.5
"396141016",0,0,356,2427,95.67,33,156,1600,33,38,76.33
"395917297",0,0,585,NA,NA,NA,NA,NA,NA,NA,NA
"382115168",1,0,0,7851.13,73.69,40,564,6616.67,28,28,57.84
"407426314",0,0,356,7816.75,88.91,100,0,4475.38,42,36,100
"380933334",0,0,499,11896.35,87.97,74,0,12250,74,80,81.52
"413539200",1,0,356,3127.14,71.28,61,120,3439.29,29,52,79.06
"400715129",0,0,669,8001.35,74.04,69,0,6674.35,39,47,79.48
"388922530",0,0,356,NA,NA,NA,132,NA,NA,NA,NA
"444550495",1,0,688,NA,NA,NA,0,NA,NA,NA,NA
"413654803",0,0,356,8951.39,96.26,81,132,7887,74,74,83.06
"438052854",0,0,580,12143.18,90.79,92,0,11618.18,67,80,75
"438672344",1,0,594,NA,NA,NA,0,NA,NA,NA,NA
"444580720",0,0,736,NA,NA,NA,0,NA,NA,NA,NA
"440111884",0,0,416,7010.61,94.18,95,161,7807.22,46,68,96.65
"413759579",1,0,564,5970.53,87.83,59,0,4870,28,33,80
"444349014",0,0,356,5838.91,95.43,73,156,6036.36,47,71,76.55
"440095877",0,0,639,NA,NA,NA,0,NA,NA,NA,NA
"440070964",0,0,0,12863.91,94.59,84,561,10678.13,60,74,90.94
"396109712",1,0,639,1746.55,53.92,21,0,1180.05,2,21,58.51
"438019013",0,0,514,5316.08,82.89,62,0,3193.67,37,50,83.15
"413656752",0,0,356,5926.8,76,53,144,5195,31,35,57.84
"400754977",0,0,499,2750,100,100,0,3250,60,75,100
"409518321",0,0,525,NA,NA,NA,NA,NA,NA,NA,NA
"409345399",0,0,356,7641.83,83.69,80,156,6979.57,47,50,90.97
"391999311",0,0,356,8363.83,80.25,59,180,8420.83,44,50,73.41
"437903494",0,0,669,4568.13,87.11,57,0,4544.38,36,50,63.14
"418236895",0,0,499,7464.24,85.39,75,0,5933.33,58,86,84.75
"409314730",0,0,405,NA,NA,NA,79,NA,NA,NA,NA
"389004613",1,0,639,1050,91.71,20,0,1050,8,8,69.5
"418250471",1,0,639,8186.43,87.33,83,0,7443.26,41,61,91.17
"407282961",0,0,0,5874.22,84,67,459,4700,31,33,68.5
"407355591",0,0,499,4757.6,63.64,50,0,5240,23,32,13.3
"396173443",1,0,564,5387.27,89.05,74,0,6935.61,53,60,80.38
"391918191",0,0,499,5876.6,77.25,47,0,5880,33,55,61.84
"418441891",0,0,569,1309.5,74.38,78,0,783.33,19,21,91.56
"388719260",0,0,356,1073.33,58.8,33,144,1233.67,0,0,68.33
"409518985",0,0,569,16762.5,100,100,0,14644.44,100,100,100
"382064926",0,0,356,10429.5,88,81,156,9209.38,57,70,93.38
"391909334",0,0,356,13076,100,75,120,6114.29,71,71,91.75
"384292625",0,0,0,NA,NA,NA,624,NA,NA,NA,NA
"407342858",0,0,0,5913.13,78.73,73,594,2559.25,19,40,86.27
"407469944",0,0,356,1429,79.1,59,304,1150,34,38,86.53
"382076734",0,0,505,1407.17,55.22,12,0,1486.67,11,8,52.18
"384103998",0,0,356,5644.56,70.27,55,144,5872.33,36,45,69.09
"395941931",0,0,356,13156.25,100,100,144,13340,100,100,100
"409428424",0,0,356,14396,55.5,38,144,12700,25,25,81.88
"438048808",0,0,0,11699.2,98.27,100,431,12000,82,91,100
"382014349",0,0,356,1771.3,61.28,50,156,1975,0,18,68.05
"444387369",0,0,419,NA,NA,NA,0,NA,NA,NA,NA
"388916240",0,0,356,5053,80.69,50,144,5302.31,38,48,67.27
"407559863",1,0,529,12997.55,98.36,90,0,12375,73,91,88.8
"444466919",0,0,356,4833.05,82.79,52,144,4023.37,29,34,78.29
"407425462",1,0,350,5996.13,91.8,75,NA,4162.5,40,60,94.38
"407556262",1,0,514,8203.41,84.54,67,0,5941.24,52,63,67
"384168455",1,0,356,1689.46,60.24,23,156,1888.46,12,23,64.82
"413686282",0,0,356,NA,NA,NA,180,NA,NA,NA,NA
"437776505",1,0,669,1918.75,40.75,45,0,1475,9,18,54.82
"437904882",0,0,356,7600,60,40,0,9250,42,56,69.4
"438030563",0,0,639,6705.2,57.36,33,0,5640,9,12,66.58
"388892278",1,0,564,NA,NA,NA,0,NA,NA,NA,NA
"380658374",1,0,639,4831.6,71.75,38,0,4460,21,29,80.25
"444433648",0,0,639,NA,NA,NA,160,NA,NA,NA,NA
"381976492",0,0,356,9859.25,97.58,84,156,6852.5,75,88,90.68
"438032221",0,0,594,NA,NA,NA,0,NA,NA,NA,NA
"413751027",0,0,639,4518,88.35,75,0,3412.31,38,39,95.08
"396144347",0,0,639,4297.46,68.76,51,0,3561.52,21,34,72.2
"409282165",0,0,356,9385.89,78.25,13,144,7544.44,44,54,46.63
"413643680",0,0,356,8021.25,83.9,67,144,8431.25,40,54,93
"440136877",0,0,639,2259.78,81.4,45,0,3233.33,18,27,70.91
"396168755",0,0,639,9565.82,91.58,73,0,8559.09,50,71,84.2
"400749127",1,1,0,6034.95,80.41,71,464,4742.55,39,49,92.68
"444576398",1,0,514,6182.11,86.92,93,0,5266.72,54,65,91.86
"440188735",1,0,658,NA,NA,NA,0,NA,NA,NA,NA
"438052114",0,0,569,9807.83,89.36,100,0,10071.43,75,70,100
"396168391",0,0,0,6409.71,90.08,78,489,6621.43,58,75,82.33
"444568524",0,0,514,7095.29,91.25,88,0,6178.71,77,78,75
"407521136",0,0,356,9876,84.4,0,132,10180,20,100,91
"413473063",1,0,0,8044.3,85.86,62,609,10785,28,25,70.62
"396069906",0,0,669,12106.42,97.1,96,0,9703.08,75,90,87.5
"407542204",0,0,514,4033.25,77.8,40,0,5125,20,80,76.2
"444541963",0,0,514,NA,NA,NA,0,NA,NA,NA,NA
"418203843",0,0,499,11211.57,100,100,0,10378.57,100,100,90.91
"407344246",0,0,569,NA,NA,NA,0,NA,NA,NA,NA
"400528358",0,0,444,5073.5,76.33,59,0,5158.86,33,45,72.71
"384093450",0,0,499,0,43.75,0,0,0,0,10,35.2
"409289010",0,0,799,4644.44,72.23,42,0,4722.22,18,24,61.92
"382022960",0,0,356,6304.82,74.38,50,384,4582,14,24,72.13
"440221984",0,0,499,6843.38,83.25,71,0,7562.5,40,57,87.14
"400675129",0,0,356,9940.13,94.78,87,144,10627.5,78,79,87.29
"413708220",0,0,499,8400,92,78,0,9175,45,70,94.33
"384265557",0,0,649,2238.89,54.79,47,0,1844.44,16,17,57.74
"438013948",0,0,669,5288.14,74.84,48,0,5157.14,32,34,64.52
"409522299",0,0,544,7472.6,100,50,0,5340,38,50,76.67
"413555359",0,0,569,NA,NA,NA,0,NA,NA,NA,NA
"418430682",0,0,639,NA,NA,NA,0,NA,NA,NA,NA
"388945512",0,0,356,8132.57,82.94,70,168,8428.62,47,61,77.56
"384082314",1,0,569,NA,NA,NA,0,NA,NA,NA,NA
"381997226",0,0,356,10952.73,97.21,86,168,9360,74,85,94.55
"392160278",0,0,669,535.5,43.33,50,0,500,11,14,37.5
"444338309",0,0,356,7411.34,83.1,66,168,6632.67,37,53,80.22
"413680235",0,0,389,4965,58.3,25,0,3066.67,25,20,51.42
"396149836",0,0,228,8272.21,94.36,89,0,8004.55,80,84,83.29
"440095499",0,0,669,1525,49.1,20,0,3362.5,7,13,35.9
"388935892",0,0,356,4326,71.94,60,132,3963.46,38,40,53.33
"407443501",0,0,619,2032.11,57.1,26,0,1838.11,18,22,56.68
"384209950",0,0,356,6878.74,84.59,68,132,8281.48,50,53,79.68
"444547674",0,0,569,6637.55,83.72,66,0,6902.38,28,40,79
"413659948",0,0,356,7419.16,84.31,70,132,6589.47,59,73,70.3
"418232112",1,0,611,8105.57,79.87,58,0,7721.43,24,44,69.42
"400495409",0,0,639,10142.57,93.53,69,0,7932.14,40,71,89.08
"444352671",0,0,669,4105.69,66.76,47,0,3457.5,23,38,57.5
"382035800",0,0,356,4543.42,85.72,55,132,4708.33,50,55,84
"438536949",0,0,305,2483.75,77.12,52,160,2296.5,19,23,52.76
"400747808",0,0,464,5442.5,69.3,71,0,5734.17,42,33,80
"438692259",0,0,822,1077,80.11,50,0,2615,45,29,80
"384300118",0,0,564,NA,NA,NA,0,NA,NA,NA,NA
"388967066",0,0,356,6961.14,98.1,86,156,8671.43,60,90,100
"400567410",0,0,544,2732.25,74.64,50,0,1781.25,23,54,65.58
"437901898",0,0,654,20755.84,98.55,100,424,18200,75,84,100
"409351759",0,0,694,5594.92,75.04,76,0,6766.67,47,50,74.65
"391942174",0,0,356,6814.29,70.94,36,144,5542.86,37,38,54.71
"392136312",0,0,639,4228.57,91.29,80,0,4169.57,47,53,83.33
"418329695",0,0,639,1525.63,69,55,0,2455,18,24,80.09
"438054553",0,0,365,9528.73,91.47,92,NA,6558.91,76,93,80.77
"384300999",0,0,600,8940.16,88.03,89,NA,7536.04,74,83,91.15
"388923969",0,0,356,2345.1,81.77,43,156,3770,0,6,71.64
"418224811",0,0,0,5889.78,75.38,62,594,5894.44,38,46,78.15
"407534168",1,1,560,1042.86,55.5,31,0,1289.29,11,19,52.56
"413756455",0,0,0,4886.45,81.56,64,661,4144.55,50,48,70.93
"392167027",0,0,564,2942.08,89.7,64,0,3516.67,19,42,86.09
"384277626",0,0,515,14691.18,100,88,NA,12554.55,93,100,98.25
"384205003",0,0,356,9980.5,98.71,100,0,7700,88,100,83.33
"407528906",0,0,669,6820,83,67,160,3740,64,63,77.67
"413720529",0,0,669,NA,NA,NA,0,NA,NA,NA,NA
"413594313",1,0,669,4394.67,71,57,0,2345,23,23,73.36
"400657585",0,0,356,7746,56.94,29,0,7750,19,32,62.59
"381854679",0,0,356,3409.67,63.2,35,0,3654.17,16,30,65.7
"396076925",0,0,356,4051.3,86.64,63,304,4182.5,31,47,82.74
"444537213",1,0,514,6921.16,90.63,69,0,7062,47,58,76.92
"418382274",0,0,356,1074.33,58,40,144,1443.33,13,7,52.7
"391979353",0,0,619,5394.25,68.04,50,0,4809.38,22,44,75.13
"407273525",0,0,356,NA,NA,NA,144,NA,NA,NA,NA
"407289297",0,0,677,4958.33,61.58,78,0,850,41,29,76.89
"407498897",0,0,356,3935.93,74.3,53,168,3271.43,29,36,75.53
"396136780",0,0,326,8317.59,91.67,95,0,7819.06,50,86,98.95
"400610880",0,0,336,8156.38,90.36,88,144,6707.5,67,67,87.5
"409492688",0,0,356,10597.57,93.67,67,0,15657.14,56,88,92.83
"384306137",1,0,639,13077.6,86,67,0,15000,18,45,78.67
"418385349",0,0,356,2038.9,73.61,40,144,1925,23,36,71.45
"380876920",1,0,356,9171.27,80.33,62,168,9959.09,50,56,70.85
"409522022",1,0,669,10522.37,88.66,81,0,8669.36,65,69,83.23
"438652040",0,0,356,13793.78,100,100,132,13477.78,79,85,100
"444492261",0,0,356,11914.79,92.11,71,156,11835.71,47,58,88.35
"407523404",0,0,356,7461.58,82,60,156,4523.08,55,61,83.8
"440256101",0,0,589,6846,96.73,89,0,6430,64,80,96.33
"413647072",0,0,356,9757.86,83.56,73,132,9128.57,42,53,87.36
"391926133",0,0,479,9236.17,88.33,50,0,10516.67,44,29,70.75
"400750955",0,0,628,10011.14,97.1,67,160,10921.43,60,67,84.67
"418288815",0,0,0,4388.5,76.58,13,519,3687.5,11,20,54.63
"444398522",1,0,356,5098.81,83.74,68,144,5446.53,52,54,85.11
"407431142",0,0,356,12667.71,96.46,93,144,11449.4,64,80,91.29
"418346969",1,0,356,6263.21,71.52,58,144,7960,29,48,71.75
"444361191",0,0,356,7014.2,77.4,70,180,5090,50,53,77.5
"413740037",0,0,674,13628.67,98,0,0,9867,14,17,62
"396008203",1,0,544,2809.2,68.25,78,0,3143.33,20,31,79.61
"437913790",0,0,356,5791.54,88.29,68,180,5220,54,54,91.24
"384237482",0,0,356,NA,NA,NA,168,NA,NA,NA,NA
"380687469",0,0,669,NA,NA,NA,0,NA,NA,NA,NA
"438572189",0,0,639,3869,66.1,25,0,5453.33,8,8,60.42
"388878090",1,0,356,10588.5,93.56,85,144,12786,69,75,96.69
"418340931",0,0,639,6253.33,87.47,79,0,5572.22,38,54,88.14
"388935357",0,0,356,3153.54,59.95,41,132,3782.14,12,13,72.95
"396171635",0,0,619,5539.23,81.77,67,0,5495.16,38,64,87.15
